Fecha;VelocidadViento
2020-01-01 06:00:00;5.4772348750000015
2020-01-01 06:10:00;6.362752373684209
2020-01-01 06:20:00;6.522534785
2020-01-01 06:30:00;5.636349794444443
2020-01-01 06:40:00;5.720647215789473
2020-01-01 06:50:00;5.659144834999998
2020-01-01 07:00:00;5.875120873684211
2020-01-01 07:10:00;6.078060927777778
2020-01-01 07:20:00;6.27508488
2020-01-01 07:30:00;6.117588761111112
2020-01-01 07:40:00;4.971094536842106
2020-01-01 07:50:00;5.7666553333333335
2020-01-01 08:00:00;5.420994426315789
2020-01-01 08:10:00;5.42281984
2020-01-01 08:20:00;6.052599783333331
2020-01-01 08:30:00;5.276078752631579
2020-01-01 08:40:00;5.513554745
2020-01-01 08:50:00;4.980036657894737
2020-01-01 09:00:00;5.418531447368421
2020-01-01 09:10:00;4.874249916666667
2020-01-01 09:20:00;4.938799838888888
2020-01-01 09:30:00;4.964224795
2020-01-01 09:40:00;5.34920512631579
2020-01-01 09:50:00;5.1141102789473685
2020-01-01 10:00:00;4.945999815
2020-01-01 10:10:00;4.6304292058823515
2020-01-01 10:20:00;4.715144825000001
2020-01-01 10:30:00;5.7927276166666655
2020-01-01 10:40:00;6.168941842105263
2020-01-01 10:50:00;6.26891477
2020-01-01 11:00:00;6.902460950000001
2020-01-01 11:10:00;5.716244774999999
2020-01-01 11:20:00;6.410115547368423
2020-01-01 11:30:00;6.650152463157894
2020-01-01 11:40:00;6.680073468421052
2020-01-01 11:50:00;6.547517358823528
2020-01-01 12:00:00;7.033747136842103
2020-01-01 12:10:00;7.156894373684211
2020-01-01 12:20:00;6.705920852631579
2020-01-01 12:30:00;7.0480296949999985
2020-01-01 12:40:00;7.640716416666668
2020-01-01 12:50:00;7.442041915789473
2020-01-01 13:00:00;7.547614739999997
2020-01-01 13:10:00;7.857820705263156
2020-01-01 13:20:00;7.860034665000002
2020-01-01 13:30:00;7.7012297200000015
2020-01-01 13:40:00;8.127344177777777
2020-01-01 13:50:00;7.634234560000001
2020-01-01 14:00:00;7.073883044444447
2020-01-01 14:10:00;7.034483952631577
2020-01-01 14:20:00;6.345405344444447
2020-01-01 14:30:00;6.2399848150000015
2020-01-01 14:40:00;6.451027572222222
2020-01-01 14:50:00;6.535262978947369
2020-01-01 15:00:00;6.233799845
2020-01-01 15:10:00;6.8473165055555585
2020-01-01 15:20:00;7.399674725
2020-01-01 15:30:00;6.968331284210527
2020-01-01 15:40:00;6.9148523684210526
2020-01-01 15:50:00;6.696314775
2020-01-01 16:00:00;6.996999782352941
2020-01-01 16:10:00;6.665079815
2020-01-01 16:20:00;6.885916333333332
2020-01-01 16:30:00;7.637319700000001
2020-01-01 16:40:00;8.389194105555559
2020-01-01 16:50:00;7.978231399999999
2020-01-01 17:00:00;7.882054519999999
2020-01-01 17:10:00;8.0560049
2020-01-01 17:20:00;8.703789745
2020-01-01 17:30:00;8.456543972222223
2020-01-01 17:40:00;8.481457494736839
2020-01-01 17:50:00;7.79787955
2020-01-01 18:00:00;7.801589078947367
